video_id,video_title,published_at,playlist_name,playlist_id,video_url,channel_title,views,likes,comments,duration,angry,disgust,fear,happy,sad,surprise,neutral,pct_with_face
uy6MzxJSnWM,a YACHT for his 18th BIRTHDAY,2016-07-21T14:51:21Z,Vlog,PLTHOlLMWEwVy52FUngq91krMkQDQBagYw,https://www.youtube.com/watch?v=uy6MzxJSnWM,CaseyNeistat,4770925,135880,13628,PT13M35S,10.66962049343063,0.021534297520946828,24.536175745588775,13.91439408223854,18.549774134434085,0.3886146968220333,31.919886137857052,17.41176470588235
nUhq9Mw68B0,NEW VLOGGING CAMERA,2016-07-21T14:51:21Z,Vlog,PLTHOlLMWEwVy52FUngq91krMkQDQBagYw,https://www.youtube.com/watch?v=nUhq9Mw68B0,CaseyNeistat,2972587,75676,6682,PT10M23S,15.418874057334794,1.3038802452520153,16.686874084226318,23.9285612949135,15.9122876247417,2.2825521404273132,24.46697115452449,52.61538461538462
WDsis_5AiqI,WE DIDN'T HAVE ANY CLOTHES!,2016-07-21T14:51:21Z,Vlog,PLTHOlLMWEwVy52FUngq91krMkQDQBagYw,https://www.youtube.com/watch?v=WDsis_5AiqI,CaseyNeistat,1967078,66997,7034,PT10M33S,18.52471080614522,1.7803375008517164,12.933742207921183,17.163667824122538,17.852874443053388,1.5013012895305549,30.24336608240807,34.24242424242424
sUPHMTbeGms,What NOT to Wear on an Airplane,2016-07-21T14:51:21Z,Vlog,PLTHOlLMWEwVy52FUngq91krMkQDQBagYw,https://www.youtube.com/watch?v=sUPHMTbeGms,CaseyNeistat,4301934,100509,7588,PT8M54S,19.43269918958754,0.6041599103989309,21.271620550707365,7.79555286636726,21.030658308971542,1.5630345094417966,28.30227474404527,39.568345323741006
V7vnj55LRtk,F#&K YEAH!! WE DID IT,2016-07-21T14:51:21Z,Vlog,PLTHOlLMWEwVy52FUngq91krMkQDQBagYw,https://www.youtube.com/watch?v=V7vnj55LRtk,CaseyNeistat,2039327,105812,12061,PT10M51S,16.361296653239926,0.9742976235463037,19.318148378283958,25.75512117672902,13.910206994755162,0.9325461780160776,22.748383444507255,58.99705014749262
z1ywUmzOvQo,BAD IDEA,2016-07-21T14:51:21Z,Vlog,PLTHOlLMWEwVy52FUngq91krMkQDQBagYw,https://www.youtube.com/watch?v=z1ywUmzOvQo,CaseyNeistat,1495759,50504,4283,PT7M41S,16.47612765137,2.005189179529437,17.558342403484968,8.216416269614374,16.264671122681627,1.5079859169062504,37.971268506280516,34.583333333333336
Ur9yIzUYZso,This Was His Idea,2016-07-21T14:51:21Z,Vlog,PLTHOlLMWEwVy52FUngq91krMkQDQBagYw,https://www.youtube.com/watch?v=Ur9yIzUYZso,CaseyNeistat,1527216,55037,6005,PT9M20S,14.052727105512458,0.5188832770346311,12.515131646247742,18.17278069097307,16.03646138687433,0.6620609520826819,38.04195571724718,30.82191780821918
wC9BsAPdj8I,shaved my head,2016-07-21T14:51:21Z,Vlog,PLTHOlLMWEwVy52FUngq91krMkQDQBagYw,https://www.youtube.com/watch?v=wC9BsAPdj8I,CaseyNeistat,2104314,63509,6221,PT8M48S,26.155071558189253,0.42238589076909805,10.470876719019799,17.851531775041238,11.765095557865068,0.4790348302526271,32.8560048676714,69.81818181818183
zRUqM-vzDOQ,NOT WHILE I'M DRIVING!,2016-07-21T14:51:21Z,Vlog,PLTHOlLMWEwVy52FUngq91krMkQDQBagYw,https://www.youtube.com/watch?v=zRUqM-vzDOQ,CaseyNeistat,1441438,50937,4042,PT8M16S,18.7762997214721,0.7734090252477043,11.107100427549886,14.012203627180341,21.41815592512339,3.572413270889067,30.340418986942574,44.78764478764479
9nWoYtsv82Y,GAME OF THRONES is Here!!!,2016-07-21T14:51:21Z,Vlog,PLTHOlLMWEwVy52FUngq91krMkQDQBagYw,https://www.youtube.com/watch?v=9nWoYtsv82Y,CaseyNeistat,1531975,51194,4263,PT8M21S,13.279851606511768,1.300087791297361,19.563458603657875,17.205925445434037,23.438760809018227,0.3291260237901674,24.882790036138534,32.56704980842912
30NY6-11IWk,i am truly sorry,2016-07-21T14:51:21Z,Vlog,PLTHOlLMWEwVy52FUngq91krMkQDQBagYw,https://www.youtube.com/watch?v=30NY6-11IWk,CaseyNeistat,2138018,66056,6106,PT9M2S,20.819863659264527,0.028564664321254214,10.476579800612534,14.212672523854911,17.793845559896784,1.1020131060656073,35.56646141032297,35.68904593639576
5x3vuslV2ZU,a total disaster,2016-07-21T14:51:21Z,Vlog,PLTHOlLMWEwVy52FUngq91krMkQDQBagYw,https://www.youtube.com/watch?v=5x3vuslV2ZU,CaseyNeistat,1619870,64668,7830,PT9M33S,16.51631270137157,0.7278331961160176,12.749670060739726,13.576120742761649,18.73120829786621,1.0757548078540773,36.62310070557772,43.812709030100336
GyBGL4Ag33A,now she tells me,2016-07-21T14:51:21Z,Vlog,PLTHOlLMWEwVy52FUngq91krMkQDQBagYw,https://www.youtube.com/watch?v=GyBGL4Ag33A,CaseyNeistat,1882006,52859,4433,PT9M18S,23.185681249014394,0.04996086979915875,15.449237949844889,18.30261918242987,12.262975964094244,1.5542066947649371,29.195318842397178,34.707903780068726
f-yhrMFD1YM,HOTEL ROOM SECRET,2016-07-21T14:51:21Z,Vlog,PLTHOlLMWEwVy52FUngq91krMkQDQBagYw,https://www.youtube.com/watch?v=f-yhrMFD1YM,CaseyNeistat,2988716,71898,4398,PT8M57S,11.458322650653695,1.4687683069641448,19.299089528080323,14.874414912598969,19.063747537981786,0.20659103139442123,33.629066726971956,34.64285714285714
MtZchxzcMoE,we're separated,2016-07-21T14:51:21Z,Vlog,PLTHOlLMWEwVy52FUngq91krMkQDQBagYw,https://www.youtube.com/watch?v=MtZchxzcMoE,CaseyNeistat,3101362,61525,4827,PT10M1S,22.025980294201773,0.47017523214401896,18.614241525469648,7.1897286032361984,27.63666414102771,0.8582310942495629,23.204979512058863,22.683706070287542
-YfVRbGccLc,IT WAS AN ACCIDENT,2016-07-21T14:51:21Z,Vlog,PLTHOlLMWEwVy52FUngq91krMkQDQBagYw,https://www.youtube.com/watch?v=-YfVRbGccLc,CaseyNeistat,4986238,66154,5681,PT11M38S,14.693310283075169,0.9528995822897911,21.092844013318043,13.575496443323797,20.301507081952,3.079636309885539,26.30430643429851,34.89010989010989
UCWfCrfLTc8,She did NOT want to GO OUT,2016-07-21T14:51:21Z,Vlog,PLTHOlLMWEwVy52FUngq91krMkQDQBagYw,https://www.youtube.com/watch?v=UCWfCrfLTc8,CaseyNeistat,2346169,60239,5361,PT10M56S,12.388374656550328,0.49435563654917936,17.737461288502846,16.479434867503315,25.42601664591679,1.7696707213137433,25.70468663286106,29.239766081871345
Ct3ifVB_uEk,TOTAL NONSENSE AND CHAOS,2016-07-21T14:51:21Z,Vlog,PLTHOlLMWEwVy52FUngq91krMkQDQBagYw,https://www.youtube.com/watch?v=Ct3ifVB_uEk,CaseyNeistat,2098989,58469,5103,PT12M7S,8.830932608003087,0.3556793788466606,21.062136364885653,20.56207445702097,20.092881696017276,2.0186866624942628,27.07760872769304,42.480211081794195
CNDaMyLo20A,I'M A TALKSHOW HOST!!!,2016-07-21T14:51:21Z,Vlog,PLTHOlLMWEwVy52FUngq91krMkQDQBagYw,https://www.youtube.com/watch?v=CNDaMyLo20A,CaseyNeistat,1638318,57321,6277,PT12M2S,14.347536938020598,0.2917429262208946,11.805125862382997,23.33161157498483,12.068574407486656,3.3030186237774917,34.85239085560069,55.053191489361694
GRHWK4ZFPhc,SHE STOLE MY BIKE,2016-07-21T14:51:21Z,Vlog,PLTHOlLMWEwVy52FUngq91krMkQDQBagYw,https://www.youtube.com/watch?v=GRHWK4ZFPhc,CaseyNeistat,2083178,58311,5564,PT11M48S,14.087050172378456,1.854471118117627,15.230607854863171,20.396295124317046,17.49669206155146,2.384563920349268,28.550320363659296,47.96747967479675
